Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Install Date,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
243697,ADAMSON ROAD,Belsize,NW3 3HY,O/S CENTRAL SCHOOL OF SPEECH AND DRAMA,35/18,48,Generic LED Lighting,Lighting Column,,,2021 Dec 31 12:00:00 AM,"526,676","184,352",-0.174631,51.543858,POINT (-0.174631 51.543858),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243698,ADAMSON ROAD,Belsize,NW3 3HY,O/S ENTRY TO EMBASSY THEATRE,35/18,48,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"526,738","184,391",-0.173723,51.544195,POINT (-0.173723 51.544195),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
730,ADAMSON ROAD,Primrose Hill,NW3 3NJ,OPP J/O ADAMSON ROAD,35/18,48,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"526,763","184,379",-0.173367,51.544082,POINT (-0.173367 51.544082),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
879,ADAMSON ROAD,Belsize,NW3 3HY,O/S EMBASSY THEATRE L.H.S,35/18,48,Generic LED Lighting,Lighting Column,,,2021 Dec 31 12:00:00 AM,"526,720","184,374",-0.173989,51.544046,POINT (-0.173989 51.544046),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
881,ADAMSON ROAD,Primrose Hill,NW3 3EU,O/S PUBLIC W/C,35/18,48,Generic LED Lighting,Lighting Column,,,2021 Dec 31 12:00:00 AM,"526,731","184,369",-0.173832,51.543999,POINT (-0.173832 51.543999),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243699,ADELAIDE ROAD,Haverstock,NW1 8BB,O/S NO 3,35/18,93,Generic LED Lighting,Lighting Column,800,No,2000 Feb 10 12:00:00 AM,"528,165","184,392",-0.153156,51.543882,POINT (-0.153156 51.543882),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243700,ADELAIDE ROAD,Haverstock,NW3 2BN,O/S CHALK FARM TUBE STATI,35/18,93,Generic LED Lighting,Lighting Column,800,No,2010 Dec 12 12:00:00 AM,"528,128","184,401",-0.153686,51.543971,POINT (-0.153686 51.543971),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243701,ADELAIDE ROAD,Haverstock,NW3 2BN,O/S NO 2 CHALK FARM PARAD,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"528,100","184,399",-0.15409,51.54396,POINT (-0.15409 51.54396),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243702,ADELAIDE ROAD,Haverstock,NW3 2BN,OUTSIDE BRIDGE HOUSE,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"528,066","184,387",-0.154584,51.54386,POINT (-0.154584 51.54386),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243703,ADELAIDE ROAD,Haverstock,NW3 3QA,OPPOSITE 19,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"528,031","184,396",-0.155085,51.543948,POINT (-0.155085 51.543948),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243704,ADELAIDE ROAD,Haverstock,NW3 3QB,OUTSIDE 25 -27,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"528,001","184,384",-0.155522,51.543847,POINT (-0.155522 51.543847),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243705,ADELAIDE ROAD,Haverstock,NW3 3QA,OPPOSITE 33-35,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"527,969","184,392",-0.15598,51.543927,POINT (-0.15598 51.543927),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243706,ADELAIDE ROAD,Haverstock,NW3 3QB,OUTSIDE 41,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"527,943","184,380",-0.15636,51.543825,POINT (-0.15636 51.543825),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243707,ADELAIDE ROAD,Haverstock,NW3 3QA,OPPOSITE 47-49,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"527,903","184,388",-0.156933,51.543906,POINT (-0.156933 51.543906),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243708,ADELAIDE ROAD,Haverstock,NW3 3QB,OPPOSITE CONSTABLE HOUSE,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"527,870","184,376",-0.157413,51.543805,POINT (-0.157413 51.543805),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243709,ADELAIDE ROAD,Haverstock,NW3 4ST,O/S 40-45 BEAUMONT WALK,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"527,846","184,385",-0.157756,51.543891,POINT (-0.157756 51.543891),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243710,ADELAIDE ROAD,Haverstock,NW3 3XX,OPPOSITE 35-39 BEAUMONT PLACE,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"527,813","184,373",-0.158236,51.543791,POINT (-0.158236 51.543791),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243711,ADELAIDE ROAD,Haverstock,NW3 4SW,O/S NO 18/22 BEAUMONT WAL,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"527,777","184,380",-0.158752,51.543862,POINT (-0.158752 51.543862),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243712,ADELAIDE ROAD,Haverstock,NW3 4SW,O/S NO 12/17 BEAUMONT WAL,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"527,750","184,379",-0.159142,51.543859,POINT (-0.159142 51.543859),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243713,ADELAIDE ROAD,Primrose Hill,NW3 3XX,OPPOSITE ETON ROAD,35/18,93,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"527,721","184,367",-0.159564,51.543758,POINT (-0.159564 51.543758),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243714,ADELAIDE ROAD,Primrose Hill,NW3 3PX,O/S NO 70,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,684","184,375",-0.160094,51.543838,POINT (-0.160094 51.543838),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243715,ADELAIDE ROAD,Primrose Hill,NW3 3XX,OPP NO 44,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,655","184,362",-0.160517,51.543728,POINT (-0.160517 51.543728),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243716,ADELAIDE ROAD,Primrose Hill,NW3 3PX,O/S NO 78,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,625","184,369",-0.160947,51.543798,POINT (-0.160947 51.543798),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243717,ADELAIDE ROAD,Primrose Hill,NW3 3RY,O/S NO 111 (SURGERY),35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,602","184,355",-0.161283,51.543677,POINT (-0.161283 51.543677),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243718,ADELAIDE ROAD,Primrose Hill,NW3 3RY,OPP CLEAVER HOUSE,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,581","184,352",-0.161587,51.543655,POINT (-0.161587 51.543655),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243719,ADELAIDE ROAD,Primrose Hill,NW3 3PS,O/S JOHNSON HOUSE,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,561","184,358",-0.161873,51.543713,POINT (-0.161873 51.543713),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243720,ADELAIDE ROAD,Primrose Hill,NW3 3AB,S/O 40 PRIMROSE HILL RD,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,529","184,352",-0.162337,51.543667,POINT (-0.162337 51.543667),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243721,ADELAIDE ROAD,Primrose Hill,NW3 3SA,J/W PRIMROSE HILL RD OPP KINGS COLLEGE CT,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,498","184,334",-0.16279,51.543512,POINT (-0.16279 51.543512),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243722,ADELAIDE ROAD,Primrose Hill,NW3 3SA,4TH FROM J/W ELSWORTHY RISE (EAST),35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,468","184,327",-0.163225,51.543456,POINT (-0.163225 51.543456),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243723,ADELAIDE ROAD,Primrose Hill,NW3 3SA,3RD FROM J/W ELSWORTHY RISE (EAST),35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,439","184,321",-0.163645,51.543408,POINT (-0.163645 51.543408),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243724,ADELAIDE ROAD,Primrose Hill,NW3 3DY,2ND FROM J/W ELSWORTHY RISE (EAST),35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,408","184,326",-0.16409,51.54346,POINT (-0.16409 51.54346),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243725,ADELAIDE ROAD,Primrose Hill,NW3 3LD,OPP J/W ELSWORTHY RISE,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,376","184,320",-0.164553,51.543413,POINT (-0.164553 51.543413),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243726,ADELAIDE ROAD,Primrose Hill,NW3 3LD,J/O ELSWORTHY RISE R.H.S,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,351","184,302",-0.16492,51.543257,POINT (-0.16492 51.543257),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243727,ADELAIDE ROAD,Primrose Hill,NW3 3LD,BETWEEN J/W LOWER MERTON RISE ELSWORTHY RISE AT BUS STOP,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,319","184,306",-0.16538,51.5433,POINT (-0.16538 51.5433),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243728,ADELAIDE ROAD,Primrose Hill,NW3 3SU,O/S PEDESTRIAN ENTRANCE TO ELLIOTT SQ,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,290","184,289",-0.165804,51.543154,POINT (-0.165804 51.543154),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243729,ADELAIDE ROAD,Primrose Hill,NW3 3LD,O/S BRAY (OPP J/W LOWER MERTON RISE),35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,258","184,293",-0.166264,51.543197,POINT (-0.166264 51.543197),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243730,ADELAIDE ROAD,Primrose Hill,NW3 3RA,S/O 19-23 LOWER MERTON RISE,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,229","184,274",-0.166689,51.543033,POINT (-0.166689 51.543033),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243731,ADELAIDE ROAD,Primrose Hill,NW3 3NN,O/S NO 169,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,200","184,267",-0.167109,51.542977,POINT (-0.167109 51.542977),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243732,ADELAIDE ROAD,Primrose Hill,NW3 3JW,OPP NO 177,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,169","184,271",-0.167554,51.54302,POINT (-0.167554 51.54302),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243733,ADELAIDE ROAD,Primrose Hill,NW3 3SS,O/S NO 179,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,141","184,253",-0.167964,51.542864,POINT (-0.167964 51.542864),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243734,ADELAIDE ROAD,Primrose Hill,NW3 3JZ,OPP NO 181/183,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,107","184,257",-0.168453,51.542908,POINT (-0.168453 51.542908),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243735,ADELAIDE ROAD,Primrose Hill,NW3 3SS,S/O 185,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,076","184,238",-0.168907,51.542744,POINT (-0.168907 51.542744),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243736,ADELAIDE ROAD,Primrose Hill,NW3 3PA,OPP NO 189,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,049","184,243",-0.169294,51.542795,POINT (-0.169294 51.542795),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243737,ADELAIDE ROAD,Primrose Hill,NW3 3SS,4TH FROM WINCHESTER RD (EAST),35/18,93,Generic LED Lighting,Lighting Column,800,No,,"527,020","184,225",-0.169718,51.54264,POINT (-0.169718 51.54264),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243738,ADELAIDE ROAD,Primrose Hill,NW3 3JL,"3RD FROM WINCHESTER RD (EAST), AT BUS STOP",35/18,93,Generic LED Lighting,Lighting Column,500,No,,"526,988","184,228",-0.170179,51.542674,POINT (-0.170179 51.542674),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243739,ADELAIDE ROAD,Primrose Hill,NW3 3JL,S/O TAPLOW,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"526,960","184,213",-0.170588,51.542545,POINT (-0.170588 51.542545),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243740,ADELAIDE ROAD,Primrose Hill,NW3 3JL,O/S ENTRY TO TAPLOW,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"526,935","184,195",-0.170954,51.542389,POINT (-0.170954 51.542389),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243741,ADELAIDE ROAD,Primrose Hill,NW3 3ST,J/W KING HENRYS ROAD,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"526,924","184,171",-0.171121,51.542176,POINT (-0.171121 51.542176),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243742,ADELAIDE ROAD,Primrose Hill,NW3 3NR,J/O WINCHESTER ROAD L.H.S,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"526,896","184,167",-0.171526,51.542146,POINT (-0.171526 51.542146),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243743,ADELAIDE ROAD,Primrose Hill,NW3 3AQ,BY SCHOOL,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"526,898","184,153",-0.171503,51.54202,POINT (-0.171503 51.54202),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243744,ADELAIDE ROAD,Primrose Hill,NW3 3NR,S/O SPORTS CENTRE,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"526,852","184,156",-0.172165,51.542057,POINT (-0.172165 51.542057),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243745,ADELAIDE ROAD,Primrose Hill,NW3 3AQ,OPP S/O SPORTS CENTRE,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"526,852","184,139",-0.172171,51.541905,POINT (-0.172171 51.541905),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243746,ADELAIDE ROAD,Primrose Hill,NW3 3NR,S/O LIBRARY,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"526,805","184,146",-0.172846,51.541978,POINT (-0.172846 51.541978),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243747,ADELAIDE ROAD,Primrose Hill,NW3 3AQ,OPP S/O LIBRARY,35/18,93,Generic LED Lighting,Lighting Column,800,No,,"526,815","184,128",-0.172708,51.541814,POINT (-0.172708 51.541814),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
253050,ADELAIDE ROAD,Haverstock,NW3 2BN,ON C/I AT J/W ETON COLLEGE RD,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,1999 Feb 10 12:00:00 AM,"528,060","184,392",-0.154669,51.543906,POINT (-0.154669 51.543906),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
253051,ADELAIDE ROAD,Haverstock,NW3 2BN,OPP J/W ETON COLLEGE RD,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,1999 Feb 10 12:00:00 AM,"528,064","184,388",-0.154613,51.543869,POINT (-0.154613 51.543869),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
253052,ADELAIDE ROAD,Haverstock,NW3 2BN,ON C/I AT J/W ETON COLLEGE RD,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,1999 Feb 10 12:00:00 AM,"528,064","184,392",-0.154611,51.543905,POINT (-0.154611 51.543905),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
253053,ADELAIDE ROAD,Haverstock,NW3 2BN,AT J/W ETON COLLEGE RD,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,1999 Feb 10 12:00:00 AM,"528,060","184,397",-0.154667,51.543951,POINT (-0.154667 51.543951),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
617,ADELAIDE ROAD,Haverstock,NW3 3QD,S/O 17 ADELAIDE ROAD,35/18,42,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"528,049","184,376",-0.154833,51.543765,POINT (-0.154833 51.543765),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
618,ADELAIDE ROAD,Haverstock,NW3 3HH,S/O 19 ADELAIDE ROAD,35/18,42,Generic LED Lighting,Lighting Column,800,No,1965 Dec 11 12:00:00 AM,"528,042","184,357",-0.154941,51.543595,POINT (-0.154941 51.543595),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250174,ADELINE PLACE,Bloomsbury,WC1B 3NA,FLANK OF 110 GT RUSSELL STREET,35/18,48,Generic LED Lighting,Lighting Column,500,No,2023 Nov 24 12:00:00 AM,"529,872","181,491",-0.129623,51.517421,POINT (-0.129623 51.517421),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250175,ADELINE PLACE,Bloomsbury,WC1B 3AJ,BY 5,35/18,48,Generic LED Lighting,Lighting Column,500,No,2023 Nov 24 12:00:00 AM,"529,864","181,504",-0.129733,51.51754,POINT (-0.129733 51.51754),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
